DistrictId,Rooms,Square,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_3,Helthcare_2,Shops_1,Price
150,3.0,62.180535989371776,5.0,4,5.0,1964,0.020741326,24,5,2,5,241718.0995266293
74,2.0,82.66791473448255,1.0,16,17.0,1977,0.075778755,6,3,0,2,244145.8270685723
27,3.0,106.95887123511149,0.0,17,17.0,2018,0.072157581,2,1,0,0,337299.86793644377
23,2.0,64.55620925344805,1.0,8,17.0,1977,0.075778755,6,3,0,2,173910.92372317292
23,1.0,42.53004325868857,1.0,3,9.0,2014,0.034656082000000005,0,0,0,0,95338.19854860756
11,2.0,48.37223191245333,6.0,4,9.0,1972,0.00016967599999999998,36,0,1,1,213374.16640304858
50,2.0,39.43535081853332,7.0,9,9.0,1965,0.007658515,35,56,3,19,283877.6171417454
61,1.0,41.7651555000357,9.0,12,16.0,1984,0.300322518,52,6,1,9,189007.23894421052
27,2.0,63.679115983087094,1.0,9,15.0,1977,0.017647053,2,0,0,0,178721.70633739038
44,1.0,34.7672268816687,6.0,7,9.0,1972,0.036122292,24,0,1,1,154928.80993818038
90,2.0,42.17678220950818,5.0,2,5.0,1965,0.265088676,37,0,3,2,176344.82040566398
200,3.0,85.28038875664878,9.0,6,6.0,1960,0.0,33,1,2,5,402871.91631724115
23,1.0,41.11876598003856,1.0,4,17.0,1977,0.075778755,6,3,0,2,103510.22360146276
43,2.0,43.701661788670734,5.0,5,9.0,1961,0.015016892,17,59,0,8,287056.01254272985
177,3.0,77.8739361356098,12.0,9,25.0,2012,0.0,36,2,0,2,191550.1213566216
23,2.0,60.503248324677,0.0,16,16.0,1977,0.034656082000000005,0,0,0,0,229778.0579017187
99,2.0,45.257138805377025,5.0,4,5.0,1971,0.033493708,66,1,3,8,171266.94942738526
101,3.0,58.4198155580721,5.0,5,5.0,1963,0.225824954,41,7,3,2,197456.9208142761
1,2.0,56.49431782042168,0.0,9,17.0,1977,0.007122317,1,0,0,1,196078.90728935658
23,2.0,58.692132931238426,1.0,16,17.0,1977,0.075778755,6,3,0,2,184501.01122512695
38,3.0,104.21139562017449,0.0,20,20.0,2017,0.060753049,15,2,0,7,435462.0480700058
21,2.0,48.85174210675611,5.0,5,5.0,1970,0.194489265,47,3,3,5,183826.31652243072
23,2.0,49.929488622133064,1.0,9,12.0,1977,0.034656082000000005,0,0,0,0,88464.4253950588
103,1.0,41.53813827372754,8.0,7,16.0,1981,0.014423114,19,4,0,3,234052.26552661308
23,1.0,47.080100247481404,12.0,3,9.0,1977,0.014072961,2,0,0,0,96029.16787733519
98,1.0,41.27061351984075,7.0,8,14.0,2003,0.195781053,23,6,3,2,214733.34225833853
170,1.0,35.390235379659565,5.0,3,5.0,1963,0.21843974,21,6,4,7,172795.8670771811
94,1.0,35.28089402875877,6.0,11,11.0,1971,0.282797669,33,2,0,6,148862.21017433386
1,2.0,61.40005437465901,0.0,17,22.0,2016,0.007122317,1,0,0,1,199215.45222932714
44,1.0,31.89348347603991,7.0,3,14.0,1973,0.175054867,36,3,1,0,182946.36203104112
1,1.0,42.41417613853096,1.0,14,17.0,1977,0.007122317,1,0,0,1,156476.61434830475
48,3.0,60.49673620327934,6.0,4,9.0,1980,0.041124634,46,5,1,10,276349.9122838608
5,2.0,54.477432041659135,7.0,14,22.0,1991,0.150817539,16,4,4,5,279119.9134223016
23,2.0,56.21870163187176,1.0,3,3.0,1977,0.005767451,1,0,0,0,90303.66568299793
28,1.0,38.007936217693626,9.0,1,12.0,1970,0.118537385,30,1,1,0,147636.76035604483
11,2.0,57.322494472127154,10.0,5,16.0,1980,0.00016967599999999998,36,0,1,1,242402.234569005
88,2.0,47.31752643089487,6.0,6,12.0,1975,0.127375905,43,3,3,9,207641.6759898469
1,2.0,65.02389875686265,1.0,10,17.0,1977,0.007122317,1,0,0,1,197343.7979853104
47,2.0,54.7873237643134,8.0,1,12.0,1978,6.99893e-05,46,1,1,16,100471.95261307227
6,1.0,42.50553193590355,1.0,6,12.0,2014,0.243204519,5,0,0,0,113617.2195706784
52,2.0,64.14115197487071,1.0,5,17.0,1977,0.371148999,34,1,2,5,158148.93648361234
62,1.0,41.19418849786451,0.0,6,6.0,1977,0.072157581,2,1,0,0,114063.0920409234
31,2.0,57.95597269122314,9.0,17,17.0,2001,0.151346216,32,10,4,1,339414.5500190396
57,2.0,45.96488978915266,5.0,7,7.0,1963,0.13321533300000002,49,3,3,4,180538.89892241484
77,1.0,42.67884386982604,8.0,14,14.0,1983,6.99893e-05,46,1,1,16,179784.4733339991
27,2.0,64.92910276079539,10.0,15,17.0,2016,0.072157581,2,1,0,0,228584.00107195406
27,2.0,79.22704893716298,0.0,9,9.0,1977,0.072157581,2,1,0,0,167023.97314312926
74,2.0,84.68773160202026,0.0,12,17.0,2017,0.075778755,6,3,0,2,243479.876105312
74,1.0,52.45758937232919,0.0,18,18.0,1977,0.075778755,6,3,0,2,160292.1637018166
79,1.0,39.42966643301249,9.0,2,16.0,1981,0.16909109,19,10,2,5,174952.64419069275
6,2.0,63.184422013103685,1.0,17,17.0,2016,0.243204519,5,0,0,0,190762.98155043615
9,1.0,50.299167150679395,9.0,11,16.0,2006,0.136244425,11,0,0,1,197101.04908793507
34,1.0,47.90932737998546,1.0,2,2.0,2016,0.069753361,53,4,1,11,181167.64240357085
85,4.0,65.55983414534953,6.0,6,9.0,1976,0.037177818,52,1,1,7,266989.0161418366
156,1.0,39.24892718662953,7.0,13,17.0,2009,0.007658515,35,56,3,19,254236.32508556198
69,1.0,39.252554812007496,7.0,1,16.0,1985,0.000991363,33,3,1,9,184737.9210694037
108,2.0,49.888740020585054,6.0,9,12.0,1974,0.0,23,2,0,4,261086.02440592513
96,2.0,62.78380934113364,10.0,5,10.0,1994,0.041116354,53,4,1,4,259293.02212247785
169,2.0,58.433607265665074,8.0,3,14.0,1970,0.210473241,11,2,3,0,116661.59548998011
18,2.0,61.71855284835026,10.0,10,11.0,2000,0.0,30,0,0,5,267609.8272514647
21,1.0,42.5012260708919,8.0,2,12.0,1979,0.194489265,47,3,3,5,153038.21948532813
27,2.0,54.583231282802906,11.0,2,9.0,2000,0.041116354,53,4,1,4,238779.44765093192
148,3.0,127.48158341963554,1.0,16,16.0,2012,0.313924552,22,11,2,10,510700.4447348914
94,2.0,47.145626414517814,5.0,11,11.0,1976,0.127375905,43,3,3,9,210364.31471895878
41,2.0,48.07704110377844,5.0,5,9.0,1968,0.175054867,36,3,1,0,198183.07691950462
128,2.0,52.08218293973108,8.0,7,17.0,1994,0.0,27,0,2,8,243824.7929712899
10,2.0,50.29076173681866,6.0,12,12.0,1973,0.089039719,33,5,0,11,242107.0978653341
144,2.0,49.0307877478954,8.0,2,5.0,1964,0.306977489,27,14,5,7,212786.0017001436
120,3.0,58.57037093462771,5.0,4,5.0,1961,0.341071945,27,48,3,11,305732.5862953504
39,1.0,34.19820977216433,6.0,7,9.0,1973,0.428825818,25,8,0,2,156375.02000227175
7,3.0,74.97105425768765,10.0,16,17.0,1987,0.0,23,4,2,6,415398.5730306261
34,2.0,61.33496777880346,1.0,26,26.0,2014,0.069753361,53,4,1,11,286564.4419718113
27,2.0,58.93727974313555,11.0,2,7.0,1998,0.041116354,53,4,1,4,217349.25658949924
84,3.0,63.72823655447478,6.0,9,9.0,1971,0.14966637300000002,22,2,4,1,291058.0808994419
23,1.0,41.84569772836166,1.0,14,17.0,1977,0.075778755,6,3,0,2,110620.6293204901
61,1.0,33.646711450929125,5.0,8,9.0,1975,0.300322518,52,6,1,9,165018.9484643495
1,1.0,50.61776843485736,1.0,10,24.0,1977,0.007122317,1,0,0,1,175188.95821584578
1,2.0,62.96990315347615,10.0,14,14.0,2014,0.007122317,1,0,0,1,92127.0617882676
123,2.0,58.91191808519165,9.0,12,17.0,2005,0.0,47,0,3,5,274570.7175007904
23,2.0,48.76013224783535,1.0,3,3.0,1977,0.034656082000000005,0,0,0,0,113250.42650034721
9,2.0,62.34715418212179,1.0,6,6.0,1977,0.161531741,25,1,2,4,184172.97563930124
1,2.0,53.18796830353497,8.0,7,17.0,1990,0.025609157,33,0,3,1,241419.59687217
57,3.0,64.0151002560132,6.0,10,12.0,1984,0.13321533300000002,49,3,3,4,270071.6195151077
159,3.0,61.809021596554686,6.0,2,9.0,1972,0.015016892,17,59,0,8,378581.5411997035
27,2.0,62.224569197974155,1.0,8,17.0,2016,0.017647053,2,0,0,0,192625.0493997445
70,2.0,45.592912912750855,6.0,3,9.0,1981,0.002211665,39,3,1,5,201121.07053639015
39,1.0,35.683059286946204,7.0,12,12.0,1977,0.428825818,25,8,0,2,150513.47488734513
94,2.0,39.900424683233375,6.0,12,14.0,1982,0.282797669,33,2,0,6,204804.84335521163
129,3.0,65.68346852974332,7.0,11,12.0,1977,0.020741326,24,5,2,5,313452.5352345641
3,1.0,42.145274302242434,10.0,3,14.0,1984,0.265088676,37,0,3,2,225889.6912453254
95,2.0,42.389567415418014,5.0,1,5.0,1963,0.0,7,39,1,5,224746.81185663465
27,2.0,60.44585456445121,1.0,13,13.0,1977,0.072157581,2,1,0,0,213798.18515132746
78,1.0,44.570412123654016,10.0,18,24.0,2011,0.092290642,21,2,1,2,212821.6747251237
1,2.0,65.00927913436703,1.0,9,17.0,1977,0.007122317,1,0,0,1,186403.4841889536
18,3.0,76.23513674330522,10.0,9,17.0,1997,0.0,30,0,0,5,293371.9575586355
45,1.0,42.367288692851375,1.0,16,16.0,2015,0.195781053,23,6,3,2,250466.98077681608
15,4.0,98.68670312903869,15.0,10,17.0,2008,0.158249043,21,0,1,0,373510.0571282724
121,3.0,60.43816917856879,5.0,5,5.0,1965,0.212515361,19,16,3,7,269680.638174428
49,1.0,43.44426635232809,8.0,18,18.0,2010,0.020741326,24,5,2,5,168601.97480454494
25,3.0,85.95230644639723,1.0,4,4.0,2017,0.069753361,53,4,1,11,309688.5926806599
19,2.0,74.44137733392219,9.0,23,25.0,2004,0.000991363,33,3,1,9,435909.1097547888
1,2.0,55.2332130691251,1.0,13,17.0,1977,0.007122317,1,0,0,1,184324.9008862336
59,2.0,61.50213443093715,10.0,5,17.0,1985,0.019508796,37,11,5,5,354879.4031837641
28,2.0,43.771829534570266,5.0,3,9.0,1968,0.118537385,30,1,1,0,203425.39606435495
2,3.0,60.15940612151951,5.0,4,9.0,1968,0.309479124,35,4,0,6,317296.3052996641
6,1.0,65.10201679019049,1.0,10,10.0,2015,0.243204519,5,0,0,0,175899.97828362975
96,1.0,35.99013769288014,1.0,1,9.0,1978,0.041116354,53,4,1,4,155312.29482522552
27,3.0,89.6929642467968,1.0,13,13.0,1977,0.072157581,2,1,0,0,265978.8377804947
108,3.0,110.20396948700356,12.0,19,28.0,2007,0.019508796,37,11,5,5,146061.7305650271
127,2.0,45.92367266158226,5.0,3,5.0,1967,0.486245621,13,19,0,6,176480.46517329663
6,2.0,65.49667436641931,1.0,5,17.0,1977,0.243204519,5,0,0,0,180727.64354109476
85,1.0,42.19894558704247,10.0,16,22.0,1987,0.037177818,52,1,1,7,87182.52338492699
27,2.0,92.40000684071423,10.0,2,5.0,1977,0.07542368,11,0,0,0,116942.67104480596
56,1.0,40.812877553246935,10.0,10,22.0,1999,0.0,23,4,2,6,292718.3126005229
31,2.0,62.30129218800013,10.0,11,12.0,2008,0.151346216,32,10,4,1,427526.00361512345
1,2.0,63.672610618053405,1.0,11,17.0,1977,0.007122317,1,0,0,1,194510.14788951524
169,1.0,33.25798132827507,5.0,7,9.0,1967,0.17891679600000002,18,4,1,5,201616.27389759172
31,3.0,78.47198680838288,8.0,6,6.0,1957,0.151346216,32,10,4,1,419692.97803382436
61,2.0,45.586982489186994,5.0,5,5.0,1962,0.298204575,16,3,1,3,177434.7589711046
74,1.0,50.145176202730894,1.0,8,12.0,1977,0.075778755,6,3,0,2,171901.0874084269
109,1.0,40.117363791934814,10.0,5,22.0,1982,0.0,25,4,1,1,239038.59002294773
34,2.0,60.366625674269216,10.0,20,20.0,2017,0.069753361,53,4,1,11,241737.8084974161
62,2.0,71.3047632136293,1.0,13,20.0,1977,0.072157581,2,1,0,0,170564.40872038715
27,3.0,92.88554386930149,13.0,7,17.0,2015,0.072157581,2,1,0,0,206780.54887701644
9,1.0,37.470195242427614,7.0,12,17.0,1993,0.069753361,53,4,1,11,187899.22196065105
94,1.0,37.98575172539788,9.0,8,16.0,1974,0.521867054,25,0,0,0,137656.12292446892
46,2.0,69.80461247985367,12.0,13,16.0,2014,0.188783766,31,4,0,1,465067.06588342227
17,1.0,40.090754550200884,8.0,6,16.0,1980,0.093442564,23,5,2,4,145941.55533360448
23,2.0,57.69961907981183,10.0,2,2.0,1977,0.034656082000000005,0,0,0,0,114168.53270326485
62,1.0,51.83147294769089,1.0,5,5.0,2015,0.072157581,2,1,0,0,131797.47228439266
23,1.0,44.647897567499456,1.0,9,25.0,1977,0.075778755,6,3,0,2,123749.81125374605
62,1.0,47.57727953765478,1.0,6,6.0,1977,0.072157581,2,1,0,0,128813.57022387734
44,2.0,44.51140745026622,5.0,6,6.0,1960,0.122190486,25,2,1,3,189407.27604070996
23,3.0,70.21457474548518,9.0,3,3.0,2017,0.005767451,1,0,0,0,111389.48105876287
27,3.0,51.991064354455396,1.0,22,25.0,1977,0.072157581,2,1,0,0,174687.5661862937
85,1.0,44.03852399189157,1.0,15,22.0,1982,0.037177818,52,1,1,7,202321.23147284004
6,1.0,66.41984149373265,1.0,2,2.0,1977,0.243204519,5,0,0,0,193361.2298149829
27,1.0,54.25519113954791,0.0,5,5.0,2017,0.072157581,2,1,0,0,147040.22612039236
119,2.0,45.222689730275285,5.0,6,9.0,1968,0.000995363,42,1,1,5,186508.20856483802
99,2.0,47.01806447731696,6.0,7,9.0,1971,0.012338886,35,1,2,4,218392.93428619305
96,2.0,57.6391671539191,8.0,3,9.0,1999,0.041116354,53,4,1,4,144400.25776795662
41,2.0,54.4778683522394,8.0,7,12.0,1983,6.99893e-05,46,1,1,16,224277.83102613143
57,2.0,56.38477330543139,8.0,4,12.0,1983,0.13321533300000002,49,3,3,4,213877.55976290046
1,2.0,71.0055747817242,0.0,11,11.0,1977,0.007122317,1,0,0,1,245130.10663746108
98,2.0,47.69890152322699,5.0,4,5.0,1962,0.195781053,23,6,3,2,189565.89794984864
47,2.0,49.285200889669326,6.0,7,12.0,1977,0.298204575,16,3,1,3,204117.83359830946
7,3.0,81.46790925974453,10.0,19,19.0,2010,0.035145267,42,3,0,3,477665.5829146461
52,1.0,32.827650993401186,5.0,1,9.0,1966,0.371148999,34,1,2,5,120670.10176628393
47,2.0,56.922116009244824,8.0,13,16.0,1981,0.101872465,23,3,3,3,254013.43464408853
27,1.0,47.17718354022401,1.0,5,5.0,1977,0.07542368,11,0,0,0,109264.47414521917
6,2.0,67.17058663420276,1.0,11,17.0,1977,0.243204519,5,0,0,0,192944.37932373298
27,3.0,82.51591138174318,1.0,5,5.0,1977,0.017647053,2,0,0,0,207858.57125868363
80,2.0,53.74725390900309,8.0,6,22.0,1984,0.0077202819999999985,38,2,0,4,238623.88884125446
27,2.0,62.64038950680821,10.0,5,17.0,2015,0.072157581,2,1,0,0,190968.19068903898
57,1.0,29.298167568168665,5.0,7,7.0,1964,0.13321533300000002,49,3,3,4,148991.2652001697
86,1.0,36.80582613393983,7.0,10,12.0,1974,0.161975568,31,5,3,7,183891.14730105453
61,3.0,54.526820684610605,6.0,3,9.0,1976,0.300322518,52,6,1,9,245215.47730896933
83,2.0,54.386667679168504,8.0,11,12.0,1978,0.100455735,43,0,1,6,269995.0027797259
52,2.0,64.22269387492523,1.0,16,17.0,1977,0.371148999,34,1,2,5,194618.91775709105
44,2.0,47.91700922770607,5.0,5,5.0,1965,0.036122292,24,0,1,1,169711.36768165938
74,1.0,48.743664866198436,1.0,12,20.0,2017,0.075778755,6,3,0,2,165071.82572182963
62,3.0,67.63260672812788,7.0,8,9.0,1973,0.002211665,39,3,1,5,243008.1393059241
137,3.0,70.22360431225314,13.0,3,8.0,1955,0.200146802,23,8,2,0,527120.8365334661
41,2.0,42.58151161541346,6.0,7,14.0,1973,0.175054867,36,3,1,0,217099.77313127727
91,1.0,41.07619268196986,7.0,14,17.0,2000,0.333891544,30,1,0,0,184156.11565779167
94,2.0,47.80222779023652,6.0,5,12.0,1975,0.521867054,25,0,0,0,162335.0140342568
39,1.0,33.68237635813288,6.0,10,10.0,1973,0.428825818,25,8,0,2,143120.9047238132
92,2.0,42.54009352292711,6.0,12,12.0,1971,0.460556389,20,14,1,5,208662.67612332516
118,3.0,92.26619160498691,12.0,4,17.0,2005,0.21843974,21,6,4,7,295004.8656963223
187,1.0,38.89234657283961,10.0,8,16.0,2005,0.041116354,53,4,1,4,173331.29890816894
62,2.0,67.6776032795015,1.0,11,16.0,2016,0.072157581,2,1,0,0,159654.0583783081
54,2.0,76.31285054725404,0.0,14,14.0,1977,0.006076152,30,0,6,6,466730.8053327907
7,3.0,91.90401514440286,7.0,6,6.0,1937,0.130617806,39,9,1,9,309690.98158393835
36,1.0,38.75540671852458,8.0,2,14.0,1978,0.08761909,8,5,1,0,91600.74197793
13,3.0,80.03033041968777,10.0,16,17.0,1992,0.090799103,74,2,5,15,311528.10086342023
86,2.0,59.96722996245699,8.0,10,25.0,2007,0.161975568,31,5,3,7,161307.51198226758
101,2.0,59.777540761570975,10.0,20,22.0,1999,0.225824954,41,7,3,2,244351.41023615282
7,2.0,49.830081678565854,6.0,9,9.0,1980,0.130617806,39,9,1,9,254573.5678844734
106,2.0,62.68807707320569,10.0,8,18.0,2004,0.246031548,22,4,3,3,260776.91379740532
62,3.0,88.49139704169184,1.0,11,11.0,1977,0.072157581,2,1,0,0,212527.4265195844
52,1.0,39.554283412487294,7.0,13,25.0,2007,0.371148999,34,1,2,5,179476.81049473328
27,2.0,74.2140900115795,1.0,8,17.0,1977,0.072157581,2,1,0,0,183038.511216672
6,3.0,82.98372191646695,1.0,13,17.0,1977,0.243204519,5,0,0,0,222592.1768936081
161,3.0,81.74963962728911,7.0,5,8.0,1964,0.0006991189999999999,14,24,0,3,383231.9608557049
6,2.0,56.571289554112866,9.0,14,17.0,2011,0.243204519,5,0,0,0,101123.73306602536
27,1.0,43.37251864207703,9.0,17,17.0,2010,0.041116354,53,4,1,4,134497.6434555525
28,1.0,45.18232856287953,9.0,4,23.0,2007,0.333891544,30,1,0,0,238485.4724189136
98,1.0,30.447688159505947,5.0,3,9.0,1974,0.313924552,22,11,2,10,155144.01923597365
88,2.0,54.9706140087997,1.0,24,24.0,1977,0.127375905,43,3,3,9,412511.08876429935
27,1.0,46.848992722249015,8.0,8,10.0,2007,0.041116354,53,4,1,4,142483.7106867975
22,2.0,45.578160725832994,5.0,3,5.0,1962,0.118537385,30,1,1,0,192794.9134059137
1,2.0,64.2263608635554,8.0,12,17.0,2016,0.007122317,1,0,0,1,209569.7743990984
19,3.0,65.77099138534508,8.0,6,16.0,1978,0.309479124,35,4,0,6,295961.9366821018
27,3.0,57.6436127469155,9.0,16,16.0,1977,0.072157581,2,1,0,0,198351.89245479504
63,1.0,51.456042315841025,1.0,12,12.0,2017,0.23861713,26,6,3,6,260824.2164651279
85,1.0,28.53508416664782,6.0,4,9.0,1967,0.037177818,52,1,1,7,142269.26809029852
23,2.0,58.64681763048677,6.0,2,4.0,2015,0.034656082000000005,0,0,0,0,94827.30508499325
7,2.0,67.87154473778412,12.0,13,17.0,2014,0.035145267,42,3,0,3,89269.1881688485
11,3.0,72.95694262051751,9.0,12,14.0,1977,0.00016967599999999998,36,0,1,1,281025.5505723644
27,2.0,62.1539939420753,0.0,5,5.0,1977,0.072157581,2,1,0,0,194091.9925597275
41,1.0,41.919045348063044,9.0,3,14.0,1984,0.175054867,36,3,1,0,215560.24087496253
23,1.0,46.3558042570401,1.0,3,3.0,1977,0.014072961,2,0,0,0,94607.97605022244
45,1.0,40.3710769262108,1.0,21,22.0,2016,0.195781053,23,6,3,2,230239.55572923407
2,1.0,79.7222428770001,72.0,12,16.0,1987,0.130617806,39,9,1,9,370148.6252854998
9,3.0,79.8304393653747,10.0,5,14.0,1993,0.161531741,25,1,2,4,246800.15531296981
23,1.0,43.763289168856524,1.0,3,17.0,1977,0.075778755,6,3,0,2,130372.03180729575
123,2.0,75.14501200314791,11.0,9,9.0,2009,0.0,6,0,0,4,420616.8708922509
6,3.0,82.35302308946324,0.0,13,17.0,1977,0.243204519,5,0,0,0,216199.81776140645
167,3.0,82.02956195939946,8.0,4,5.0,1954,0.050272014,21,14,0,3,414194.2853361465
27,2.0,75.3786829779113,12.0,3,18.0,2017,0.072157581,2,1,0,0,159497.15641013213
27,3.0,81.86716565092506,0.0,12,19.0,1977,0.211401214,9,0,0,1,182228.52002951183
21,2.0,42.42307966792883,5.0,3,5.0,1965,0.034331497,25,3,0,4,103507.76632719484
1,1.0,43.08441284195241,1.0,9,9.0,2017,0.007122317,1,0,0,1,169749.17381476212
52,2.0,65.38847515800288,1.0,13,17.0,1977,0.371148999,34,1,2,5,180706.6412043043
23,1.0,34.91328365645016,1.0,3,15.0,1977,0.005767451,1,0,0,0,66379.80225834277
1,1.0,39.05602087994309,1.0,17,17.0,1977,0.007122317,1,0,0,1,153217.0510721243
99,2.0,47.00961051697733,5.0,11,11.0,1971,0.012338886,35,1,2,4,188197.95934809052
113,3.0,63.04444051929875,5.0,11,11.0,1966,0.050755569,24,1,0,1,227828.0112908359
52,2.0,63.07974371648614,1.0,5,17.0,1977,0.371148999,34,1,2,5,186059.10990553265
66,2.0,72.7363793274722,9.0,15,19.0,2002,0.111627393,50,8,2,3,507621.564282382
23,1.0,43.79043241399027,0.0,10,17.0,1977,0.075778755,6,3,0,2,121517.60412136283
9,1.0,43.797870284335545,8.0,15,15.0,1995,0.161531741,25,1,2,4,134933.00430180522
23,1.0,41.07441664609757,0.0,9,17.0,1977,0.075778755,6,3,0,2,117742.4352493535
29,3.0,65.09845796799003,9.0,11,12.0,1968,0.086885265,10,2,0,0,294802.6420533637
37,1.0,36.875910133784366,9.0,14,14.0,1972,0.122190486,25,2,1,3,184772.1741260349
84,1.0,33.22250524274529,5.0,6,6.0,1961,0.14966637300000002,22,2,4,1,143121.97547171748
74,2.0,80.82585267134866,1.0,6,6.0,2017,0.075778755,6,3,0,2,224079.85919570838
20,2.0,41.20842185979395,6.0,12,12.0,1966,0.019508796,37,11,5,5,269381.3513583736
27,2.0,58.55380927130469,0.0,7,7.0,1977,0.072157581,2,1,0,0,177511.31482684962
8,1.0,43.88463985760105,8.0,5,14.0,1987,0.458174486,26,1,1,5,165879.32469508823
109,2.0,53.07840402332315,9.0,3,17.0,2002,0.1363303,30,10,3,6,377934.0056289271
27,1.0,43.32504270958004,1.0,5,5.0,2018,0.017647053,2,0,0,0,132276.33756960864
1,3.0,81.14356023870374,1.0,12,17.0,1977,0.007122317,1,0,0,1,196269.45008194575
23,1.0,29.401007751362172,1.0,4,17.0,2019,0.034656082000000005,0,0,0,0,71690.96947386798
96,1.0,36.67340725700864,9.0,3,12.0,2003,0.041116354,53,4,1,4,168143.3456997873
88,3.0,60.38897244708644,5.0,11,11.0,1977,0.127375905,43,3,3,9,232785.50284502443
170,3.0,77.26797275995854,10.0,17,17.0,1990,0.21843974,21,6,4,7,347780.9142473413
7,2.0,43.94828799946549,4.0,6,6.0,1964,0.130617806,39,9,1,9,180923.16951988928
181,2.0,62.19833539557827,5.0,7,9.0,1948,0.0,30,87,5,5,541173.3193911902
40,3.0,80.93212416498206,9.0,10,10.0,1960,0.210473241,11,2,3,0,403979.0598937014
54,3.0,58.703833742565905,5.0,3,5.0,1967,0.006076152,30,0,6,6,246473.4388291688
83,2.0,53.14307185514218,8.0,3,12.0,1975,0.100455735,43,0,1,6,232830.79876719593
93,1.0,41.515880999394895,8.0,4,14.0,1985,0.521867054,25,0,0,0,134059.90597710494
34,1.0,44.217455611199064,9.0,16,24.0,2002,0.069753361,53,4,1,11,140956.3271821275
27,2.0,60.72243610007683,12.0,5,5.0,1977,0.017647053,2,0,0,0,196519.97616932527
119,2.0,47.741510366148646,5.0,5,9.0,1970,0.000995363,42,1,1,5,85293.61872042036
17,1.0,46.69297388488836,1.0,7,7.0,2015,0.0,18,5,1,2,212290.68408602735
30,2.0,51.28302006235799,1.0,5,17.0,1977,7.81528e-05,22,141,3,23,174735.17718392238
127,1.0,36.52800943176572,9.0,12,16.0,1983,0.486245621,13,19,0,6,219071.40347718078
109,1.0,31.123566509037108,5.0,8,9.0,1965,0.1363303,30,10,3,6,184873.0324865545
3,3.0,96.96659699367905,9.0,10,15.0,2015,0.050900058,43,1,2,3,241747.94628388
129,2.0,43.181956690056154,6.0,5,5.0,1962,0.020741326,24,5,2,5,209390.67159801672
91,2.0,41.96202156738234,7.0,5,12.0,1969,0.333891544,30,1,0,0,175868.08203478975
39,1.0,32.04987464899744,6.0,3,9.0,1969,0.428825818,25,8,0,2,152631.0902906402
13,2.0,55.232956916607726,8.0,11,17.0,1998,0.090799103,74,2,5,15,237568.67158119823
1,2.0,79.52122105330591,1.0,5,5.0,2017,0.007122317,1,0,0,1,232726.62813693288
11,2.0,62.92795167119776,17.0,4,4.0,2014,0.012338886,35,1,2,4,100378.01085605
